Date,Close,Daily_Return,Rolling_Std5,HL_Pct,RSI_14,MACD_Hist,BB_Width,Vol_Ratio,OBV_Change,Close_MA5_Pct,Close_MA20_Pct,EMA_Spread,Target
2017-01-03,26.74585723876953,0.0028491650356621268,0.005601993674817493,0.01351700106929766,69.6012013407985,-0.037542730158849125,0.08661380270573933,1.2666918990762297,115127600.0,-0.0033806728743276393,0.01096268564167735,0.2634642902023927,26.71592140197754
2017-01-04,26.71592140197754,-0.0011192700433844127,0.0040612577379841785,0.006550613327188623,57.5318021785733,-0.05107286074678685,0.07257809643750618,0.9068879008036471,-84472400.0,-0.002373249679572753,0.006803467167585842,0.23628906104943326,26.85177993774414
2017-01-05,26.85177993774414,0.005085302270598335,0.004892905565118842,0.009004399676373837,61.63938433127166,-0.05187562094928472,0.05877706905307389,0.9426483655200417,88774400.0,0.0029586929003182494,0.009007615595846064,0.22384339129175856,27.1511344909668
2017-01-06,27.1511344909668,0.011148406322289084,0.007064198829515184,0.014332986081903936,65.43581913148175,-0.03410686103697386,0.04835403822617533,1.1809668545686363,127007600.0,0.012085691913711338,0.01722856204347467,0.2366724301260632,27.39981842041016
2017-01-09,27.39981842041016,0.009159246348475758,0.004906112654336702,0.012522042949151126,69.61047762478499,-0.008785244261286518,0.043252744204800284,1.2212551871296597,134247600.0,0.015827593105121718,0.023512512255850604,0.2636021033253222,27.427452087402344
2017-01-10,27.427452087402344,0.0010085346759669545,0.0052074667230784825,0.009067200034640018,67.27293579841597,0.005856067892668015,0.04421566459868389,0.9190225084831344,97848400.0,0.011738840321514843,0.022276102026082212,0.2813650429080745,27.574825286865234
2017-01-11,27.574825286865234,0.005373200507041709,0.003937045077332893,0.011106487106928515,68.71663350087877,0.0206638003104892,0.04271162755835978,0.9884270422139596,110354400.0,0.010770251096580363,0.024932099041570455,0.3024016943638159,27.459688186645508
2017-01-12,27.459688186645508,-0.0041754426010659484,0.006207373797082719,0.00914049448457163,63.91355233632669,0.017999704889057222,0.04425465981994978,0.9375586272686806,-108344800.0,0.0020839090512128067,0.018882293282454166,0.3027693074247786,27.411333084106445
2017-01-13,27.411333084106445,-0.0017609487118130929,0.005382050031831134,0.006804479013429113,68.80977930170192,0.008745108656384726,0.044068380302306254,0.9405578964733987,-104447600.0,-0.001576795584777857,0.015418005343321717,0.29361208903925373,27.63239860534668
2017-01-17,27.63239860534668,0.008064749005892491,0.005024428513230959,0.016833305358886847,71.64184486304055,0.013018718343772773,0.04719743539988851,1.2327348115737433,137759200.0,0.004772862430363345,0.021785476180412378,0.30088904888654255,27.630096435546875
2017-01-18,27.630096435546875,-8.331414991091801e-05,0.0050854595118687415,0.0065838897374116915,68.67311788967963,0.011263039228288196,0.04933830880488107,0.8533570366958281,-94852000.0,0.003210702954456579,0.01995468867041872,0.3008663672516647,27.58173370361328
2017-01-19,27.58173370361328,-0.0017503642105053396,0.004707143155451558,0.006010966761113729,71.50995268492417,0.0028552060840684734,0.05112861522935212,0.93456138890471,-102389200.0,0.0014044813685207824,0.016812394202618153,0.2914525202073257,27.63239860534668
2017-01-20,27.63239860534668,0.0018369005472183009,0.00408137017789907,0.005999946594238281,72.67683915942547,-0.0029681111832124962,0.05318494830202634,1.1441079208956344,130391600.0,0.001987356923048411,0.017363118904628605,0.2838236029313812,27.650814056396484
2017-01-23,27.650814056396484,0.0006664441734798299,0.0037640152013508387,0.008660900230419455,83.38519981252763,-0.008917555731751459,0.05494753693141811,0.7966216323622706,88200800.0,0.0009167539371122135,0.01673952638687415,0.2748559395334702,27.625492095947266
2017-01-24,27.625492095947266,-0.0009157763094269633,0.001388848425965146,0.00500123754285288,81.00658344135412,-0.01740506921242041,0.05459907862988889,0.9126016164265932,-92844000.0,5.014158749760966e-05,0.014228284830896998,0.26126575161935506,28.065305709838867
2017-01-25,28.065305709838867,0.015920571201557765,0.0072719299851022575,0.014932718541501092,86.90184836288753,0.002685069738767587,0.058889178091943765,1.1918076475698278,129510400.0,0.012780302892852147,0.028046155093980785,0.2847605011346843,28.079120635986328
2017-01-26,28.079120635986328,0.0004922421401816202,0.006956312578573179,0.00688866615111644,85.96499856918014,0.01244160845362241,0.06302901700526937,0.9642224049473437,105350400.0,0.009654382218956536,0.0265260789734032,0.29841789804174823,28.0814266204834
2017-01-27,28.0814266204834,8.21245268669557e-05,0.007110071854549451,0.0061500616545181975,83.00663325451744,0.014446962142606767,0.06499555477443442,0.8255586790675714,82251600.0,0.006487168295330248,0.02437257953118599,0.30356016197630353,28.00773048400879
2017-01-30,28.00773048400879,-0.0026243729519372927,0.007547753046676474,0.007974953656272802,74.62653123353246,0.006605693914079225,0.06490222740960117,1.1431578741384216,-121510000.0,0.0012839844184433513,0.019585958981468643,0.29572970204301896,27.943262100219727
2017-01-31,27.943262100219727,-0.0023018067753070026,0.0077319475066343615,0.0063452546580015454,70.28995184725571,-0.006422356027902754,0.060342671978944225,1.5485979178705827,-196804000.0,-0.0032853860252721745,0.014886753783468931,0.2792305889151194,29.647260665893555
2017-02-01,29.647260665893555,0.06098066000892688,0.027792581421846922,0.027029152286862774,86.64495619345435,0.09085563874454156,0.08585228593441699,2.3480483427267846,447940000.0,0.045693832056478145,0.0711315504091623,0.40971414135211504,29.59659194946289
2017-02-02,29.59659194946289,-0.0017090522123331953,0.02802357244591443,0.012526263328735765,88.66643520132308,0.13998600703044017,0.09918574575482496,0.6856255857544518,-134841600.0,0.03285043550795996,0.06376529302827816,0.4948243429655541,29.72324562072754
